#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
602406	51726	161742	119699	127800	PSEC0121	-	DNAJB11	SPRED1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	NFLS|PPP1R147|hSpred1|spred-1	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602407	51726	26009	119699	117482	PSEC0121	-	DNAJB11	ZZZ3	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	ATAC1	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602408	51726	80321	119699	123234	PSEC0121	-	DNAJB11	CEP70	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	BITE	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602409	51726	10589	119699	115838	PSEC0121	-	DNAJB11	DRAP1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	NC2-alpha	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602410	51726	8664	119699	114213	PSEC0121	RP5-1119A7.12-003	DNAJB11	EIF3D	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	EIF3S7|eIF3-p66|eIF3-zeta	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602411	51726	2146	119699	108446	PSEC0121	-	DNAJB11	EZH2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602412	51726	55139	119699	120443	PSEC0121	-	DNAJB11	ANKZF1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	ZNF744	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602413	51726	23317	119699	116908	PSEC0121	-	DNAJB11	DNAJC13	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	RME8	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602414	51726	23564	119699	117107	PSEC0121	DADB-110M10.5	DNAJB11	DDAH2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	DDAH|DDAHII|G6a|HEL-S-277|NG30	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602415	51726	197131	119699	128238	PSEC0121	-	DNAJB11	UBR1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	JBS	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602416	51726	1291	119699	107688	PSEC0121	-	DNAJB11	COL6A1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	OPLL	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602417	51726	375484	119699	131981	PSEC0121	-	DNAJB11	SIMC1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	C5orf25|OOMA1|PLEIAD	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602418	51726	7917	119699	113647	PSEC0121	DADB-70P7.10-021	DNAJB11	BAG6	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602419	51726	1400	119699	107790	PSEC0121	-	DNAJB11	CRMP1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602420	51726	5764	119699	111731	PSEC0121	-	DNAJB11	PTN	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602421	51726	27131	119699	118022	PSEC0121	RP11-504H3.2	DNAJB11	SNX5	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	-	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
602422	51726	11124	119699	116298	PSEC0121	CGI-03	DNAJB11	FAF1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	HFAF1s|UBXD12|UBXN3A|hFAF1	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
662982	1994	51726	108309	119699	-	PSEC0121	ELAVL1	DNAJB11	ELAV1|HUR|Hua|MelG	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-RNA	physical	Abdelmohsen K (2009)	19322201	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
686509	8452	51726	114030	119699	-	PSEC0121	CUL3	DNAJB11	CUL-3|PHA2E	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Bennett EJ (2010)	21145461	9606	9606	High Throughput	-	-	-	All data was filtered to a 1% false discovery rate (peptide level) prior to analysis using CompPASS to identify high confidence candidate interacting proteins|TAP-tagged Cul3|exogenous expression of bait	-	BIOGRID
746526	51726	4125	119699	110298	PSEC0121	-	DNAJB11	MAN2B1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	LAMAN|MANB	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	1.0	-	-	Denoised score >= 0.75	-	BIOGRID
746870	51726	1891	119699	108220	PSEC0121	-	DNAJB11	ECH1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	HPXEL	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.967	-	-	Denoised score >= 0.75	-	BIOGRID
747939	51726	2052	119699	108366	PSEC0121	-	DNAJB11	EPHX1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	EPHX|EPOX|HYL1|MEH	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.895	-	-	Denoised score >= 0.75	-	BIOGRID
748501	51726	4860	119699	110921	PSEC0121	-	DNAJB11	PNP	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	NP|PRO1837|PUNP	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.869	-	-	Denoised score >= 0.75	-	BIOGRID
750006	51726	6240	119699	112154	PSEC0121	-	DNAJB11	RRM1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	R1|RIR1|RR1	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.826	-	-	Denoised score >= 0.75	-	BIOGRID
750290	133686	51726	126369	119699	-	PSEC0121	NADK2	DNAJB11	C5orf33|DECRD|MNADK|NADKD1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.82	-	-	Denoised score >= 0.75	-	BIOGRID
750405	307	51726	106804	119699	-	PSEC0121	ANXA4	DNAJB11	ANX4|HEL-S-274|PIG28|ZAP36	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.818	-	-	Denoised score >= 0.75	-	BIOGRID
752266	51726	4723	119699	110802	PSEC0121	-	DNAJB11	NDUFV1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	CI-51K|CI51KD|UQOR1	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.783	-	-	Denoised score >= 0.75	-	BIOGRID
752562	51726	51035	119699	119239	PSEC0121	-	DNAJB11	UBXN1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	2B28|SAKS1|UBXD10	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.779	-	-	Denoised score >= 0.75	-	BIOGRID
752949	51726	53	119699	106569	PSEC0121	-	DNAJB11	ACP2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	LAP	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.773	-	-	Denoised score >= 0.75	-	BIOGRID
753725	51726	1777	119699	108116	PSEC0121	-	DNAJB11	DNASE2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	DNASE2A|DNL|DNL2	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.761	-	-	Denoised score >= 0.75	-	BIOGRID
797648	2099	51726	108403	119699	RP1-130E4.1	PSEC0121	ESR1	DNAJB11	ER|ESR|ESRA|ESTRR|Era|NR3A1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Tarallo R (2011)	21182205	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
809619	22976	51726	116625	119699	CAGF28	PSEC0121	PAXIP1	DNAJB11	CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Two-hybrid	physical	Woods NT (2012)	22990118	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
809893	22976	51726	116625	119699	CAGF28	PSEC0121	PAXIP1	DNAJB11	CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-Western	physical	Woods NT (2012)	22990118	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
813927	8518	51726	114090	119699	RP11-3J11.4	PSEC0121	IKBKAP	DNAJB11	DYS|ELP1|FD|IKAP|IKI3|TOT1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Johansen LD (2008)	18303054	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
815192	10956	51726	116156	119699	-	PSEC0121	OS9	DNAJB11	ERLEC2|OS-9	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Tyler RE (2012)	23097496	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
825795	4609	51726	110694	119699	-	PSEC0121	MYC	DNAJB11	MRTL|MYCC|bHLHe39|c-Myc	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Agrawal P (2010)	21150319	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836305	124512	51726	125870	119699	-	PSEC0121	METTL23	DNAJB11	C17orf95|MRT44	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Cloutier P (2013)	23349634	9606	9606	High Throughput|Low Throughput	0.061570063	-	-	Included protein pairs with FDR score < 0.1|figure 2, table S1.	-	BIOGRID
838431	155971	51726	1205544	119699	HIV1gp8	PSEC0121	env	DNAJB11	-	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Jaeger S (2012)	22190034	11676	9606	High Throughput	-	-	-	HIV1 gene: env P04578|PRO_0000239240|P04578#PRO_0000239240|NP_057856.1, protein: gp120 P04578|PRO_0000038427|P04578#PRO_0000038427|NP_579894.2|HIV1 gene: env(gp160) P04578|PRO_0000239240|P04578#PRO_0000239240|NP_057856.1, protein: gp160 P04578|PRO_0000239240|P04578#PRO_0000239240|NP_057856.1	-	BIOGRID
856325	64210	51726	122103	119699	RP11-452K12.5	PSEC0121	MMS19	DNAJB11	MET18|MMS19L|hMMS19	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Stehling O (2012)	22678362	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
872138	79885	51726	122970	119699	-	PSEC0121	HDAC11	DNAJB11	HD11	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Joshi P (2013)	23752268	9606	9606	High Throughput	1.0	-	-	Exogenous expression of bait|Prey proteins with a SAINT score of >= 0.90 in HDAC1 and HDAC2, >= and 0.75 in HDAC3-10 were considered putative protein interactions, while prey proteins with SAINT scores of > 0.95 in both HDAC11 biological replicates were considered as putative interactions.	-	BIOGRID
875882	154	51726	106663	119699	-	PSEC0121	ADRB2	DNAJB11	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Roy SJ (2013)	23798571	9606	9606	High Throughput	-	-	-	exogenous expression of bait	-	BIOGRID
912779	26270	51726	117654	119699	RP3-330O12.3	PSEC0121	FBXO6	DNAJB11	FBG2|FBS2|FBX6|Fbx6b	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Liu B (2012)	22268729	9606	9606	High Throughput	-	-	-	exogenous expression of bait	-	BIOGRID
920777	51726	23603	119699	117136	PSEC0121	-	DNAJB11	CORO1C	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	HCRNN4	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
925662	51726	64093	119699	122055	PSEC0121	-	DNAJB11	SMOC1	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	OAS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
938426	3309	51726	109541	119699	-	PSEC0121	HSPA5	DNAJB11	BIP|GRP78|HEL-S-89n|MIF2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Li J (2013)	24189400	9606	9606	High Throughput|Low Throughput	-	-	-	PC9 Cells	-	BIOGRID
941543	26523	51726	117726	119699	RP4-789D17.1	PSEC0121	AGO1	DNAJB11	EIF2C|EIF2C1|GERP95|Q99	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Li S (2014)	24778252	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
954803	7415	51726	113258	119699	-	PSEC0121	VCP	DNAJB11	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Fogeron ML (2013)	23443559	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1028597	2882	51726	109139	119699	UNQ469/PRO828	PSEC0121	GPX7	DNAJB11	CL683|GPX6|GPx-7|GSHPx-7|NPGPx	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Wei PC (2012)	23123197	9606	9606	Low Throughput	-	-	-	Figure 4	-	BIOGRID
1034672	255738	51726	129116	119699	PSEC0052	PSEC0121	PCSK9	DNAJB11	FH3|HCHOLA3|LDLCQ1|NARC-1|NARC1|PC9	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Xu W (2012)	23085658	9606	9606	Low Throughput	-	-	-	Table 1	-	BIOGRID
1057663	9820	51726	115159	119699	-	PSEC0121	CUL7	DNAJB11	3M1|KIAA0076|dJ20C7.5	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Hanson D (2014)	24711643	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1065905	1956	51726	108276	119699	-	PSEC0121	EGFR	DNAJB11	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Tong J (2014)	24797263	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1104858	51726	3309	119699	109541	PSEC0121	-	DNAJB11	HSPA5	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	BIP|GRP78|HEL-S-89n|MIF2	Reconstituted Complex	physical	Marcinowski M (2011)	21217698	9606	9606	Low Throughput	-	-	-	source of proteins not clear	-	BIOGRID
1105534	3611	51726	109824	119699	-	PSEC0121	ILK	DNAJB11	HEL-S-28|ILK-1|ILK-2|P59|p59ILK	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	So J (2015)	25852190	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1176141	23753	51726	117254	119699	UNQ1941/PRO4424	PSEC0121	SDF2L1	DNAJB11	-	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.983531906	-	-	Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189662	51726	3309	119699	109541	PSEC0121	-	DNAJB11	HSPA5	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	BIP|GRP78|HEL-S-89n|MIF2	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.970604605	-	-	Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189663	51726	9475	119699	114860	PSEC0121	-	DNAJB11	ROCK2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	ROCK-II	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.999999985	-	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189664	51726	80224	119699	123190	PSEC0121	-	DNAJB11	NUBPL	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	C14orf127|IND1|huInd1	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.988919877	-	-	Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189665	51726	253512	119699	128971	PSEC0121	-	DNAJB11	SLC25A30	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	KMCP1	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.947792077	-	-	Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189666	51726	6388	119699	112289	PSEC0121	-	DNAJB11	SDF2	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	-	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.918945859	-	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
1189667	51726	7277	119699	113128	PSEC0121	-	DNAJB11	TUBA4A	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	H2-ALPHA|TUBA1	Affinity Capture-MS	physical	Huttlin EL (2015)	26186194	9606	9606	High Throughput	0.918806233	-	-	Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID
